,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,10988,12061.0,48669,49742.0,0
1,discussion_phase_0,84448,85521.0,102441,103514.0,0
2,reschu_run_0,104720,105793.0,122711,123784.0,0
3,reschu_run_1,132213,133286.0,150203,151276.0,0
4,reschu_run_2,157030,158103.0,175022,176095.0,0
5,reschu_run_3,180468,181541.0,198457,199530.0,0
6,discussion_phase_1,201941,203014.0,219932,221005.0,0
7,reschu_run_4,221833,222906.0,239822,240895.0,0
8,reschu_run_5,244533,245606.0,262524,263597.0,0
9,reschu_run_6,267277,268350.0,285265,286338.0,0
10,reschu_run_7,298145,299218.0,316135,317208.0,0
