,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,19856,19942.0,57537,57623.0,0
1,discussion_phase_0,97161,97247.0,115155,115241.0,0
2,reschu_run_0,117749,117835.0,135745,135831.0,0
3,reschu_run_1,145479,145565.0,163476,163562.0,0
4,reschu_run_2,168979,169065.0,186974,187060.0,0
5,reschu_run_3,194603,194689.0,212598,212684.0,0
6,discussion_phase_1,216466,216552.0,234460,234546.0,0
7,reschu_run_4,236309,236395.0,254306,254392.0,0
8,reschu_run_5,265733,265819.0,283730,283816.0,0
9,reschu_run_6,290091,290177.0,308087,308173.0,0
10,reschu_run_7,313754,313840.0,331749,331835.0,0
