,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,4386,4482.0,23226,23322.0,0
1,discussion_phase_0,40489,40585.0,49486,49582.0,0
2,reschu_run_0,50767,50863.0,59767,59863.0,0
3,reschu_run_1,64311,64407.0,73310,73406.0,0
4,reschu_run_2,76090,76186.0,85090,85186.0,0
5,reschu_run_3,88214,88310.0,97212,97308.0,0
6,discussion_phase_1,99546,99642.0,108544,108640.0,0
7,reschu_run_4,109762,109858.0,118759,118855.0,0
8,reschu_run_5,121625,121721.0,130623,130719.0,0
9,reschu_run_6,133044,133140.0,142042,142138.0,0
10,reschu_run_7,145793,145889.0,154792,154888.0,0
