,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,7217,7331.0,26058,26172.0,0
1,discussion_phase_0,45155,45269.0,53193,53307.0,0
2,reschu_run_0,53807,53921.0,62806,62920.0,0
3,reschu_run_1,66860,66974.0,75860,75974.0,0
4,reschu_run_2,79036,79150.0,88036,88150.0,0
5,reschu_run_3,90811,90925.0,99811,99925.0,0
6,discussion_phase_1,115606,12216.0,122649,19259.0,1
7,reschu_run_4,123282,19892.0,132283,28893.0,1
8,reschu_run_5,135396,32006.0,144396,41006.0,1
9,reschu_run_6,146694,43304.0,155694,52304.0,1
10,reschu_run_7,158840,55450.0,167840,64450.0,1
