,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,3977,4928.0,22812,23763.0,0
1,discussion_phase_0,46206,47157.0,55204,56155.0,0
2,reschu_run_0,56599,57550.0,65594,66545.0,0
3,reschu_run_1,74627,75578.0,83613,84564.0,0
4,reschu_run_2,86257,87208.0,95254,96205.0,0
5,reschu_run_3,97865,98816.0,106857,107808.0,0
6,discussion_phase_1,108847,109798.0,117843,118794.0,0
7,reschu_run_4,119624,120575.0,128614,129565.0,0
8,reschu_run_5,132013,132964.0,141010,141961.0,0
9,reschu_run_6,143978,144929.0,152971,153922.0,0
10,reschu_run_7,158574,159525.0,167570,168521.0,0
