,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,6221,6350.0,25061,25190.0,0
1,discussion_phase_0,49790,49919.0,58791,58920.0,0
2,reschu_run_0,61437,61566.0,70437,70566.0,0
3,reschu_run_1,80118,2272.0,89118,11272.0,1
4,reschu_run_2,93760,15914.0,102760,24914.0,1
5,reschu_run_3,104956,27110.0,113956,36110.0,1
6,discussion_phase_1,116194,38348.0,125194,47348.0,1
7,reschu_run_4,126807,48961.0,135808,57962.0,1
8,reschu_run_5,137883,60037.0,146881,69035.0,1
9,reschu_run_6,150087,72241.0,159086,81240.0,1
10,reschu_run_7,160918,83072.0,169918,92072.0,1
