,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5308,5374.0,24143,24209.0,0
1,discussion_phase_0,52515,14494.0,61513,23492.0,1
2,reschu_run_0,63256,25235.0,72253,34232.0,1
3,reschu_run_1,94095,56074.0,103093,65072.0,1
4,reschu_run_2,107441,69420.0,116438,78417.0,1
5,discussion_phase_1,120995,82974.0,129992,91971.0,1
6,reschu_run_3,131230,93209.0,140228,102207.0,1
7,reschu_run_4,148236,110215.0,157232,119211.0,1
8,reschu_run_5,168425,1932.0,177424,10931.0,2
9,reschu_run_6,181098,14605.0,190096,23603.0,2
