frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 1.04, 0.73, 0.00, 0.41, 0.00, 0.00, 0.00, 0.05, 0.00, 0.10, 0.00, 0.50, 0.18, 0.17, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.017,  0.98,  1, 0.00, 0.01, 1.14, 0.28, 0.00, 0.35, 0.00, 0.00, 0.00, 0.23, 0.15, 0.05, 0.00, 0.25, 0.08, 0.06, 0.04, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.033,  0.98,  1, 0.00, 0.08, 1.17, 0.04, 0.00, 0.28, 0.00, 0.00, 0.00, 0.30, 0.17, 0.02, 0.00, 0.09, 0.06, 0.00, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.050,  0.98,  1, 0.00, 0.12, 1.15, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.28, 0.16, 0.00, 0.00, 0.01, 0.09, 0.00, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.067,  0.98,  1, 0.00, 0.11, 1.23, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.32, 0.09, 0.05, 0.00, 0.00, 0.07, 0.03, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.083,  0.98,  1, 0.00, 0.08, 1.37, 0.00, 0.00, 0.38, 0.00, 0.00, 0.00, 0.30, 0.07, 0.05, 0.00, 0.00, 0.07, 0.13, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.100,  0.98,  1, 0.04, 0.04, 1.59, 0.00, 0.00, 1.03, 0.05, 0.08, 0.07, 0.21, 0.02, 0.05, 0.00, 0.00, 0.06, 0.15, 0.72, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.117,  0.98,  1, 0.07, 0.04, 1.72, 0.00, 0.03, 1.46, 0.05, 0.17, 0.16, 0.06, 0.00, 0.00, 0.00, 0.00, 0.10, 0.28, 1.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.133,  0.98,  1, 0.09, 0.00, 1.81, 0.00, 0.09, 2.00, 0.10, 0.21, 0.25, 0.03, 0.02, 0.00, 0.05, 0.00, 0.15, 0.25, 1.38, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.150,  0.98,  1, 0.06, 0.00, 1.76, 0.00, 0.12, 1.96, 0.07, 0.13, 0.25, 0.12, 0.02, 0.00, 0.05, 0.00, 0.15, 0.38, 1.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
