,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5491,5635.0,24320,24464.0,0
1,discussion_phase_0,45278,45422.0,54272,54416.0,0
2,reschu_run_0,55835,55979.0,64750,64894.0,0
3,reschu_run_1,69406,69550.0,78368,78512.0,0
4,reschu_run_2,81456,81600.0,90432,90576.0,0
5,reschu_run_3,93646,93790.0,102585,102729.0,0
6,discussion_phase_1,105347,105491.0,114347,114491.0,0
7,reschu_run_4,115402,115546.0,124314,124458.0,0
8,reschu_run_5,126937,127081.0,135903,136047.0,0
9,reschu_run_6,138732,138876.0,147664,147808.0,0
10,reschu_run_7,150131,150275.0,159086,159230.0,0
