frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.93,  1, 0.00, 0.00, 2.16, 0.80, 0.00, 0.00, 0.00, 0.43, 0.31, 1.11, 0.42, 0.58, 0.47, 0.18, 0.00, 0.00, 2.23, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2,  0,  0.017,  0.93,  1, 0.01, 0.00, 2.07, 0.70, 0.06, 0.00, 0.02, 0.51, 0.40, 1.32, 0.69, 0.90, 0.22, 0.08, 0.00, 0.00, 2.36, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
3,  0,  0.033,  0.93,  1, 0.01, 0.00, 2.14, 0.43, 0.17, 0.05, 0.08, 0.58, 0.47, 1.47, 0.75, 1.08, 0.07, 0.06, 0.00, 0.00, 2.28, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4,  0,  0.050,  0.98,  1, 0.00, 0.00, 2.28, 0.24, 0.28, 0.24, 0.16, 0.58, 0.49, 1.53, 0.67, 1.06, 0.08, 0.08, 0.00, 0.00, 2.27, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
5,  0,  0.067,  0.98,  1, 0.01, 0.00, 2.57, 0.00, 0.46, 0.72, 0.34, 0.61, 0.53, 1.54, 0.58, 1.00, 0.17, 0.09, 0.00, 0.00, 2.03, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
6,  0,  0.083,  0.98,  1, 0.03, 0.00, 2.72, 0.00, 0.57, 1.06, 0.45, 0.58, 0.52, 1.55, 0.55, 0.94, 0.31, 0.07, 0.00, 0.00, 1.97, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
7,  0,  0.100,  0.98,  1, 0.09, 0.07, 2.75, 0.00, 0.63, 1.28, 0.45, 0.52, 0.48, 1.53, 0.57, 0.99, 0.47, 0.08, 0.00, 0.00, 1.69, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.117,  0.98,  1, 0.11, 0.23, 2.65, 0.00, 0.61, 1.30, 0.39, 0.49, 0.46, 1.47, 0.62, 1.06, 0.64, 0.09, 0.00, 0.00, 1.53, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.133,  0.98,  1, 0.12, 0.36, 2.57, 0.00, 0.59, 1.46, 0.34, 0.50, 0.44, 1.43, 0.66, 1.07, 0.74, 0.09, 0.00, 0.00, 1.39, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.150,  0.98,  1, 0.14, 0.42, 2.56, 0.00, 0.64, 1.63, 0.39, 0.47, 0.48, 1.44, 0.70, 0.99, 0.72, 0.11, 0.00, 0.00, 1.22, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
11,  0,  0.167,  0.98,  1, 0.19, 0.41, 2.56, 0.00, 0.66, 1.71, 0.38, 0.40, 0.48, 1.44, 0.71, 0.99, 0.64, 0.15, 0.00, 0.00, 1.12, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.183,  0.98,  1, 0.18, 0.35, 2.55, 0.00, 0.72, 1.70, 0.41, 0.44, 0.53, 1.42, 0.75, 0.96, 0.53, 0.20, 0.00, 0.00, 1.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.200,  0.98,  1, 0.10, 0.23, 2.51, 0.00, 0.79, 1.65, 0.41, 0.57, 0.59, 1.45, 0.71, 0.98, 0.54, 0.21, 0.00, 0.00, 1.13, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.217,  0.98,  1, 0.00, 0.14, 2.46, 0.00, 0.85, 1.56, 0.43, 0.73, 0.68, 1.54, 0.69, 0.93, 0.58, 0.21, 0.00, 0.00, 1.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.233,  0.98,  1, 0.00, 0.11, 2.43, 0.00, 0.88, 1.61, 0.46, 0.67, 0.69, 1.56, 0.74, 0.95, 0.63, 0.17, 0.00, 0.00, 1.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
16,  0,  0.250,  0.98,  1, 0.01, 0.19, 2.52, 0.00, 0.90, 1.65, 0.51, 0.65, 0.66, 1.47, 0.88, 0.86, 0.63, 0.11, 0.00, 0.00, 0.98, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
17,  0,  0.267,  0.98,  1, 0.01, 0.14, 2.57, 0.00, 0.86, 1.70, 0.57, 0.59, 0.57, 1.31, 0.91, 0.75, 0.59, 0.04, 0.00, 0.00, 0.86, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
18,  0,  0.283,  0.98,  1, 0.01, 0.11, 2.59, 0.00, 0.79, 1.57, 0.59, 0.56, 0.49, 1.27, 0.83, 0.66, 0.62, 0.02, 0.00, 0.00, 0.83, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
19,  0,  0.300,  0.98,  1, 0.00, 0.05, 2.49, 0.00, 0.76, 1.32, 0.50, 0.46, 0.46, 1.28, 0.66, 0.71, 0.64, 0.06, 0.00, 0.00, 0.95, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
20,  0,  0.317,  0.98,  1, 0.00, 0.04, 2.47, 0.00, 0.76, 1.27, 0.38, 0.38, 0.47, 1.31, 0.65, 0.72, 0.62, 0.05, 0.00, 0.00, 1.14, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
