,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5234,5322.0,24074,24162.0,0
1,discussion_phase_0,41004,41092.0,50000,50088.0,0
2,reschu_run_0,76005,22948.0,85002,31945.0,1
3,reschu_run_1,92507,1962.0,101508,10963.0,2
4,reschu_run_2,105423,14878.0,114420,23875.0,2
5,reschu_run_3,118612,28067.0,127609,37064.0,2
6,discussion_phase_1,129735,39190.0,138732,48187.0,2
7,reschu_run_4,139655,49110.0,148652,58107.0,2
8,reschu_run_5,151488,60943.0,160480,69935.0,2
9,reschu_run_6,163269,72724.0,172264,81719.0,2
10,reschu_run_7,177892,1721.0,186891,10720.0,3
