,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,5055,5139.0,23895,23979.0,0
1,discussion_phase_0,40395,40479.0,47173,47257.0,0
2,reschu_run_0,48206,48290.0,57206,57290.0,0
3,reschu_run_1,60778,60862.0,69778,69862.0,0
4,reschu_run_2,72396,72480.0,81396,81480.0,0
5,reschu_run_3,83716,83800.0,92716,92800.0,0
6,discussion_phase_1,94479,94563.0,101219,101303.0,0
7,reschu_run_4,101980,102064.0,110980,111064.0,0
8,reschu_run_5,113339,113423.0,122339,122423.0,0
9,reschu_run_6,125421,125505.0,134422,134506.0,0
10,reschu_run_7,136973,137057.0,145973,146057.0,0
