,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,12180,12825.0,49860,50505.0,0
1,discussion_phase_0,92059,92704.0,110051,110696.0,0
2,reschu_run_0,112166,112811.0,130160,130805.0,0
3,reschu_run_1,141953,142598.0,159947,160592.0,0
4,reschu_run_2,173277,173922.0,191268,191913.0,0
5,reschu_run_3,196775,197420.0,214767,215412.0,0
6,discussion_phase_1,218913,219558.0,236903,237548.0,0
7,reschu_run_4,238596,239241.0,256587,257232.0,0
8,reschu_run_5,264546,265191.0,282537,283182.0,0
9,reschu_run_6,287977,288622.0,305968,306613.0,0
10,reschu_run_7,311769,312414.0,329761,330406.0,0
