,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,9595,9674.0,28432,28511.0,0
1,discussion_phase_0,48819,48898.0,57818,57897.0,0
2,reschu_run_0,58865,58944.0,67863,67942.0,0
3,reschu_run_1,72729,72808.0,81722,81801.0,0
4,reschu_run_2,85094,85173.0,94092,94171.0,0
5,reschu_run_3,98203,98282.0,107198,107277.0,0
6,discussion_phase_1,109235,109314.0,118231,118310.0,0
7,reschu_run_4,119277,119356.0,128275,128354.0,0
8,reschu_run_5,131509,131588.0,140508,140587.0,0
9,reschu_run_6,143053,143132.0,152049,152128.0,0
10,reschu_run_7,154389,154468.0,163386,163465.0,0
