,name,start_idx,start_frame,finish_idx,finish_frame,video_cnt
0,instructional_video_0,10269,14027.0,47950,51708.0,0
1,discussion_phase_0,87740,91498.0,105731,109489.0,0
2,reschu_run_0,107821,111579.0,125813,129571.0,0
3,reschu_run_1,134461,138219.0,152453,156211.0,0
4,reschu_run_2,160778,164536.0,178769,182527.0,0
5,reschu_run_3,184363,188121.0,202356,206114.0,0
6,discussion_phase_1,208065,211823.0,226055,229813.0,0
7,reschu_run_4,227798,231556.0,245791,249549.0,0
8,reschu_run_5,253571,257329.0,271565,275323.0,0
9,reschu_run_6,278295,282053.0,296286,300044.0,0
10,reschu_run_7,303360,307118.0,321353,325111.0,0
