frame,f1,f2,f3,f4,f5,f6
1,1.67,0.0,2.41,3.12,1.94,1.78
2,1.05,0.0,3.01,3.61,1.67,2.24
3,0.72,0.0,3.14,3.81,1.49,2.51
4,0.66,0.0,2.92,3.84,1.33,2.61
5,0.58,0.0,2.79,3.7,1.25,2.55
6,0.46,0.0,2.83,3.67,1.08,2.58
7,0.36,0.0,2.85,3.65,0.96,2.63
8,0.29,0.02,2.87,3.73,0.79,2.74
9,0.35,0.06,2.93,3.83,0.75,2.81
10,0.47,0.22,3.02,4.21,0.7,3.02
11,0.68,0.37,3.07,4.49,0.85,3.12
12,0.52,0.46,3.24,4.54,0.69,3.15
13,0.4,0.45,3.4,4.3,0.65,3.01
14,0.18,0.35,3.52,4.14,0.5,2.83
15,0.35,0.31,3.42,4.15,0.61,2.73
16,0.47,0.25,3.3,4.2,0.67,2.68
17,0.66,0.27,3.29,4.2,0.76,2.72
18,0.68,0.29,3.34,4.24,0.75,2.74
19,0.67,0.32,3.36,4.28,0.7,2.76
20,0.5,0.32,3.33,4.29,0.55,2.75
21,0.39,0.31,3.4,4.29,0.48,2.7
22,0.26,0.28,3.48,4.26,0.4,2.64
23,0.31,0.29,3.58,4.17,0.49,2.57
24,0.24,0.4,3.5,4.04,0.51,2.44
25,0.15,0.49,3.51,3.82,0.4,2.34
26,0.09,0.4,3.38,3.62,0.39,2.36
27,0.11,0.19,3.3,3.5,0.33,2.44
28,0.14,0.01,3.2,3.54,0.39,2.57
29,0.15,0.01,3.2,3.58,0.4,2.58
30,0.12,0.0,3.42,3.58,0.42,2.5
31,0.09,0.04,3.58,3.44,0.43,2.31
32,0.02,0.18,3.82,3.35,0.3,2.13
33,0.02,0.33,3.83,3.32,0.24,2.08
34,0.01,0.44,3.89,3.38,0.17,2.12
35,0.0,0.39,3.69,3.39,0.18,2.21
36,0.02,0.34,3.74,3.43,0.33,2.3
37,0.02,0.29,3.68,3.5,0.46,2.28
38,0.02,0.23,3.9,3.66,0.6,2.33
39,0.0,0.2,3.9,3.75,0.58,2.35
40,0.01,0.11,3.93,3.68,0.6,2.34
41,0.01,0.07,3.83,3.54,0.57,2.18
42,0.01,0.05,3.73,3.51,0.5,2.06
43,0.0,0.07,3.63,3.51,0.43,2.05
44,0.0,0.12,3.58,3.53,0.39,2.09
45,0.0,0.1,3.61,3.56,0.55,2.02
46,0.0,0.1,3.73,3.62,0.63,1.97
47,0.0,0.05,3.82,3.7,0.69,1.95
48,0.0,0.2,3.86,3.66,0.58,1.95
49,0.0,0.34,3.89,3.61,0.51,1.97
50,0.0,0.48,4.02,3.5,0.5,1.97
51,0.0,0.44,4.05,3.4,0.53,2.03
52,0.0,0.44,4.08,3.31,0.56,2.06
53,0.0,0.5,4.02,3.2,0.48,1.97
54,0.0,0.61,4.04,3.14,0.39,1.86
55,0.0,0.62,4.07,3.1,0.3,1.78
56,0.0,0.79,4.18,3.14,0.36,1.81
57,0.0,1.11,4.29,3.2,0.43,1.88
58,0.0,1.5,4.3,3.21,0.49,1.88
59,0.0,1.66,4.25,3.29,0.44,1.88
60,0.0,1.43,4.12,3.14,0.54,1.86
61,0.0,1.09,4.1,2.96,0.63,1.82
62,0.0,0.71,3.9,2.73,0.71,1.8
63,0.0,0.53,3.77,2.61,0.68,1.73
64,0.0,0.48,3.62,2.58,0.66,1.72
65,0.0,0.51,3.68,2.57,0.64,1.67
66,0.0,0.52,3.84,2.58,0.62,1.63
67,0.0,0.52,3.96,2.56,0.59,1.58
68,0.0,0.34,4.03,2.55,0.58,1.58
69,0.0,0.21,3.91,2.58,0.57,1.64
70,0.0,0.1,3.87,2.7,0.5,1.7
71,0.0,0.12,3.81,2.81,0.48,1.74
72,0.0,0.19,3.8,2.81,0.5,1.71
73,0.0,0.23,3.7,2.78,0.6,1.7
74,0.0,0.46,3.61,2.98,0.57,1.81
75,0.0,0.54,3.5,3.19,0.48,1.96
76,0.0,0.61,3.55,3.35,0.38,2.08
77,0.0,0.52,3.61,3.27,0.37,2.08
78,0.0,0.43,3.73,3.16,0.35,1.97
79,0.0,0.34,3.71,3.02,0.35,1.89
80,0.0,0.18,3.89,2.93,0.36,1.8
81,0.0,0.1,4.06,2.99,0.41,1.84
82,0.0,0.13,4.25,3.02,0.46,1.77
83,0.0,0.28,4.04,3.02,0.47,1.74
84,0.0,0.52,3.92,2.89,0.48,1.6
85,0.0,0.67,3.94,2.76,0.5,1.49
86,0.0,0.69,4.23,2.73,0.5,1.4
87,0.0,0.44,4.5,2.82,0.5,1.42
88,0.0,0.27,4.67,2.97,0.42,1.52
89,0.0,0.18,4.77,3.01,0.38,1.6
90,0.0,0.18,4.84,3.11,0.28,1.61
91,0.0,0.12,4.9,3.17,0.2,1.6
92,0.0,0.03,4.99,3.25,0.1,1.57
93,0.0,0.13,4.91,3.29,0.11,1.65
94,0.0,0.2,4.79,3.24,0.15,1.64
95,0.0,0.2,4.6,3.12,0.24,1.66
96,0.0,0.09,4.54,2.89,0.36,1.46
97,0.0,0.0,4.57,2.74,0.44,1.35
98,0.0,0.07,4.56,2.59,0.55,1.18
99,0.0,0.12,4.6,2.54,0.59,1.14
100,0.0,0.14,4.58,2.47,0.66,1.12
101,0.0,0.07,4.58,2.38,0.69,1.13
102,0.0,0.07,4.56,2.28,0.72,1.15
103,0.0,0.15,4.62,2.29,0.78,1.16
104,0.0,0.21,4.63,2.35,0.81,1.2
105,0.03,0.19,4.56,2.46,0.88,1.23
106,0.03,0.09,4.42,2.53,0.86,1.23
107,0.03,0.05,4.35,2.54,0.82,1.21
108,0.0,0.01,4.66,2.67,0.68,1.21
109,0.0,0.01,4.9,2.78,0.61,1.27
110,0.0,0.08,5.08,2.82,0.53,1.38
111,0.0,0.17,4.89,2.75,0.53,1.47
112,0.0,0.25,4.78,2.67,0.51,1.55
113,0.0,0.21,4.75,2.65,0.53,1.55
114,0.0,0.18,4.76,2.62,0.53,1.54
115,0.0,0.14,4.72,2.59,0.5,1.53
116,0.0,0.14,4.62,2.64,0.52,1.54
117,0.0,0.11,4.6,2.67,0.52,1.52
118,0.0,0.14,4.59,2.59,0.57,1.44
119,0.0,0.17,4.66,2.5,0.61,1.35
120,0.0,0.15,4.59,2.38,0.71,1.25
121,0.0,0.16,4.53,2.23,0.75,1.16
122,0.0,0.17,4.53,2.13,0.68,1.04
123,0.0,0.15,4.59,2.08,0.6,1.01
124,0.0,0.08,4.64,2.1,0.56,1.02
125,0.0,0.03,4.61,2.19,0.58,1.06
126,0.0,0.03,4.59,2.27,0.56,1.08
127,0.0,0.05,4.57,2.42,0.53,1.11
128,0.0,0.02,4.49,2.4,0.52,1.11
129,0.0,0.03,4.5,2.43,0.52,1.1
130,0.0,0.0,4.58,2.35,0.41,1.15
131,0.0,0.0,4.88,2.35,0.33,1.19
132,0.0,0.0,4.87,2.18,0.28,1.14
133,0.0,0.01,4.78,2.02,0.33,1.0
134,0.0,0.01,4.49,1.93,0.44,1.0
135,0.0,0.01,4.46,2.03,0.46,1.09
136,0.0,0.0,4.48,2.21,0.47,1.21
137,0.0,0.0,4.48,2.15,0.38,1.15
138,0.0,0.0,4.54,2.09,0.34,1.12
139,0.0,0.0,4.55,1.98,0.3,1.09
140,0.0,0.0,4.52,2.01,0.37,1.1
141,0.0,0.0,4.48,1.97,0.45,1.06
142,0.0,0.0,4.45,1.95,0.52,1.04
143,0.0,0.0,4.48,1.85,0.53,1.01
144,0.0,0.08,4.59,1.81,0.63,0.99
145,0.0,0.13,4.65,1.86,0.73,1.01
146,0.0,0.16,4.78,2.03,0.76,1.15
147,0.0,0.12,4.69,2.24,0.69,1.36
148,0.0,0.07,4.57,2.32,0.65,1.43
149,0.0,0.04,4.5,2.31,0.63,1.37
150,0.0,0.06,4.38,2.14,0.66,1.18
151,0.0,0.11,4.42,2.03,0.69,1.08
152,0.0,0.18,4.42,1.97,0.74,1.02
153,0.0,0.18,4.6,1.97,0.81,0.96
154,0.0,0.19,4.57,1.95,0.85,0.92
155,0.0,0.18,4.46,1.77,0.86,0.89
156,0.0,0.24,4.43,1.76,0.82,0.93
157,0.0,0.3,4.53,1.69,0.84,0.92
158,0.0,0.42,4.53,1.72,0.8,0.92
159,0.0,0.48,4.46,1.64,0.75,0.91
160,0.0,0.63,4.48,1.69,0.62,0.95
161,0.0,0.67,4.6,1.71,0.59,0.97
162,0.0,0.76,4.64,1.81,0.48,0.96
163,0.0,0.71,4.51,1.75,0.4,0.93
164,0.0,0.69,4.39,1.71,0.29,0.89
165,0.0,0.65,4.22,1.6,0.27,0.89
166,0.0,0.66,4.22,1.59,0.24,0.91
167,0.0,0.68,4.21,1.58,0.23,0.94
168,0.0,0.72,4.39,1.75,0.38,0.95
169,0.0,0.87,4.61,1.93,0.48,0.96
170,0.0,0.73,4.58,2.05,0.52,0.98
171,0.0,0.55,4.41,1.99,0.43,0.96
172,0.0,0.25,4.16,1.89,0.37,0.95
173,0.0,0.26,4.24,1.77,0.33,0.89
174,0.0,0.31,4.36,1.74,0.3,0.9
175,0.0,0.37,4.49,1.82,0.27,0.93
176,0.0,0.54,4.41,1.85,0.32,0.93
177,0.0,0.58,4.22,1.82,0.36,0.84
178,0.0,0.65,4.07,1.82,0.42,0.82
179,0.0,0.56,4.02,1.79,0.45,0.8
180,0.0,0.39,4.09,1.75,0.53,0.88
181,0.0,0.19,4.3,1.6,0.59,0.86
182,0.0,0.13,4.52,1.78,0.66,0.99
183,0.0,0.2,4.51,1.89,0.65,1.09
184,0.0,0.28,4.31,1.99,0.65,1.19
185,0.0,0.23,4.25,1.92,0.52,1.15
186,0.0,0.24,4.39,1.94,0.43,1.11
187,0.0,0.25,4.5,1.93,0.32,1.07
188,0.0,0.19,4.49,1.88,0.36,1.03
189,0.0,0.19,4.36,1.85,0.38,0.98
190,0.0,0.1,4.23,1.89,0.42,0.95
191,0.0,0.09,4.17,1.96,0.42,0.94
192,0.0,0.13,4.1,1.96,0.42,0.91
193,0.0,0.18,4.03,1.95,0.38,0.87
194,0.0,0.33,3.84,1.78,0.35,0.81
195,0.0,0.28,3.68,1.66,0.32,0.8
196,0.0,0.3,3.51,1.52,0.3,0.76
197,0.0,0.26,3.41,1.51,0.28,0.77
198,0.0,0.31,3.37,1.51,0.28,0.72
199,0.0,0.32,3.31,1.48,0.32,0.67
200,0.0,0.29,3.28,1.44,0.35,0.63
201,0.0,0.24,3.34,1.33,0.39,0.58
202,0.0,0.36,3.43,1.24,0.5,0.55
203,0.0,0.46,3.51,1.17,0.61,0.5
204,0.0,0.39,3.55,1.28,0.75,0.58
205,0.0,0.2,3.55,1.36,0.68,0.65
206,0.0,0.03,3.44,1.48,0.71,0.76
207,0.0,0.07,3.53,1.43,0.59,0.69
208,0.0,0.14,3.69,1.51,0.6,0.68
209,0.0,0.25,3.88,1.62,0.54,0.67
210,0.0,0.23,4.0,1.76,0.55,0.74
211,0.0,0.21,4.19,1.92,0.5,0.81
212,0.0,0.13,4.43,2.0,0.45,0.85
213,0.0,0.1,4.53,2.0,0.44,0.89
214,0.0,0.02,4.49,1.92,0.47,0.9
215,0.0,0.01,4.45,1.87,0.46,0.91
216,0.0,0.03,4.35,1.95,0.43,0.98
217,0.0,0.08,4.32,2.01,0.4,1.01
218,0.0,0.07,4.54,2.24,0.5,1.19
219,0.0,0.08,4.87,2.43,0.6,1.33
220,0.0,0.05,5.08,2.52,0.61,1.37
221,0.0,0.04,4.9,2.39,0.54,1.24
222,0.0,0.0,4.76,2.25,0.45,1.1
223,0.0,0.0,4.69,2.29,0.49,1.07
224,0.0,0.0,4.78,2.33,0.51,1.04
225,0.0,0.0,4.73,2.36,0.61,0.98
226,0.0,0.0,4.77,2.31,0.67,0.93
227,0.0,0.0,4.82,2.32,0.7,0.93
228,0.0,0.0,4.86,2.15,0.54,0.94
229,0.0,0.0,4.66,1.94,0.39,0.94
230,0.0,0.07,4.34,1.75,0.35,0.92
231,0.0,0.15,4.15,1.73,0.45,0.92
232,0.0,0.22,3.95,1.75,0.5,0.9
233,0.0,0.25,3.84,1.65,0.49,0.84
234,0.0,0.26,3.68,1.58,0.45,0.8
235,0.0,0.18,3.72,1.58,0.43,0.83
236,0.0,0.12,3.78,1.67,0.42,0.9
237,0.0,0.1,3.93,1.79,0.43,0.94
238,0.0,0.11,3.97,1.83,0.48,0.92
239,0.0,0.08,3.95,1.83,0.48,0.88
240,0.0,0.07,4.12,1.83,0.45,0.88
241,0.0,0.06,4.24,1.87,0.43,0.9
242,0.0,0.11,4.44,1.99,0.39,0.94
243,0.0,0.16,4.39,2.04,0.37,0.94
244,0.0,0.22,4.45,2.09,0.32,0.93
245,0.0,0.25,4.4,2.09,0.35,0.88
246,0.0,0.23,4.39,2.13,0.37,0.89
247,0.0,0.26,4.38,2.25,0.41,0.94
248,0.0,0.19,4.57,2.14,0.4,0.91
249,0.0,0.15,4.79,2.06,0.38,0.85
250,0.0,0.08,4.82,1.93,0.38,0.79
251,0.0,0.08,4.85,1.97,0.37,0.79
252,0.0,0.07,4.68,1.98,0.48,0.79
253,0.01,0.05,4.73,2.04,0.57,0.81
254,0.01,0.02,4.68,2.1,0.54,0.92
255,0.01,0.01,4.72,2.17,0.44,1.01
256,0.0,0.0,4.69,2.15,0.28,1.04
257,0.0,0.0,4.53,2.08,0.31,0.96
258,0.0,0.0,4.41,2.06,0.33,0.93
259,0.0,0.0,4.27,2.11,0.39,0.94
260,0.0,0.0,4.23,2.12,0.39,0.93
261,0.0,0.0,4.18,2.08,0.36,0.89
262,0.0,0.0,4.17,2.07,0.35,0.87
263,0.0,0.0,4.12,2.08,0.3,0.89
264,0.0,0.0,4.14,1.99,0.27,0.93
265,0.0,0.01,4.2,1.87,0.25,0.96
266,0.0,0.11,4.29,1.84,0.34,0.96
267,0.0,0.19,4.28,1.89,0.42,0.92
268,0.0,0.18,4.2,1.94,0.47,0.89
269,0.0,0.1,4.12,1.93,0.44,0.89
270,0.0,0.03,4.13,1.91,0.44,0.91
271,0.0,0.03,4.2,1.84,0.44,0.88
272,0.0,0.01,4.21,1.88,0.42,0.87
273,0.0,0.0,4.17,1.92,0.37,0.86
274,0.0,0.0,4.13,1.99,0.33,0.87
275,0.0,0.04,4.04,1.98,0.34,0.91
276,0.0,0.13,4.17,2.05,0.35,0.95
277,0.0,0.23,4.32,2.15,0.35,1.0
278,0.0,0.2,4.4,2.06,0.34,0.94
279,0.0,0.11,4.27,1.9,0.31,0.85
280,0.0,0.0,4.09,1.79,0.31,0.81
281,0.0,0.0,4.08,1.8,0.31,0.8
282,0.0,0.02,4.06,1.82,0.32,0.81
283,0.0,0.04,3.94,1.72,0.32,0.76
284,0.0,0.07,3.84,1.68,0.34,0.76
285,0.0,0.05,3.95,1.59,0.31,0.72
286,0.0,0.03,4.15,1.6,0.27,0.69
287,0.0,0.01,4.37,1.58,0.23,0.65
288,0.0,0.03,4.47,1.53,0.28,0.65
289,0.0,0.05,4.53,1.48,0.34,0.66
290,0.0,0.19,4.45,1.46,0.38,0.71
291,0.0,0.32,4.31,1.53,0.39,0.77
292,0.0,0.46,4.22,1.58,0.38,0.84
293,0.0,0.37,4.12,1.43,0.38,0.7
294,0.0,0.23,3.98,1.34,0.38,0.6
295,0.0,0.06,3.83,1.22,0.36,0.47
296,0.0,0.04,3.72,1.4,0.38,0.59
297,0.0,0.05,3.71,1.48,0.3,0.62
298,0.0,0.09,3.67,1.62,0.26,0.67
299,0.0,0.09,3.71,1.58,0.19,0.61
300,0.0,0.12,3.78,1.58,0.31,0.64
301,0.0,0.1,3.86,1.52,0.42,0.63
302,0.0,0.22,4.03,1.5,0.61,0.66
303,0.0,0.35,4.18,1.55,0.67,0.68
304,0.0,0.47,4.34,1.55,0.72,0.7
305,0.0,0.52,4.31,1.59,0.68,0.73
306,0.0,0.49,4.24,1.56,0.64,0.74
307,0.0,0.49,4.16,1.59,0.6,0.76
