w0,w1,w2,isc
0.07637924222961834,0.13938700476973045,0.013280720892925327,-0.2768918107194986
-0.19041754338929542,0.13617662482074333,-0.26350698133418876,0.3001394065719446
0.14864989556686692,-0.3339814482117656,-0.12682790500145819,-0.2281992258559068
-0.0032093815631638874,0.09926860820321107,-0.01731722535911158,0.21538461211079007
-0.4280237329966259,0.08430426053714087,0.6259675442837478,0.17285536180984035
-0.1645965147814767,0.12131898998438774,-0.07024561389778677,-0.1361676861806901
-0.6215322678051574,-0.3483056765377877,-0.4890117501543182,0.10647206226929828
0.047999913039890964,0.2843715031013446,-0.3239375434155806,0.09204377933523207
0.38675566599065053,0.1762266813415972,-0.08887736471078744,-0.08505301727172764
-0.13640814240722654,0.10298822862467974,-0.07048810207831653,-0.062092370559966144
-0.21619314921871863,0.23847978368301107,0.13370715353108684,-0.056816846878923036
-0.1780486103402399,-0.017389231425002438,-0.087904365338455,-0.015575969840310197
0.009679604296506022,-0.3948970431963591,-0.05935232320484092,-0.003616033366289398
0.28531949723906713,0.5887760509246919,0.09149615270970334,0.001128253361741126
-0.09194015170363211,0.05133879809796295,-0.3162294723603379,0.031685989299058935
0.015894698349121467,0.008443368644251041,0.1300028018182229,0.026234451755863572
-0.007946294952679532,0.11168946723184754,0.07678581981096845,0.020930439754594417
