frame,f1,f2,f3,f4,f5,f6
1,1.66,1.04,0.88,2.53,2.43,0.93
2,1.54,0.9,0.68,2.33,2.3,1.22
3,1.5,0.83,0.67,2.14,2.31,1.29
4,1.46,0.74,0.73,1.99,2.26,1.25
5,1.56,0.78,0.74,1.94,2.44,1.16
6,1.37,0.65,0.8,1.96,2.28,1.19
7,1.14,0.54,0.86,1.95,2.1,1.22
8,0.85,0.57,0.96,1.97,1.88,1.25
9,0.86,0.66,1.02,2.02,1.92,1.3
10,0.89,0.74,1.13,2.15,1.98,1.39
11,0.89,0.8,1.21,2.17,1.96,1.47
12,0.86,0.92,1.2,2.11,1.85,1.39
13,0.88,1.03,1.2,2.01,1.79,1.25
14,1.01,0.95,1.14,1.87,1.86,1.05
15,1.05,0.9,1.02,1.79,1.92,1.02
16,0.98,0.83,0.92,1.65,1.83,0.85
17,0.78,0.79,0.91,1.6,1.64,0.79
18,0.76,0.63,1.04,1.57,1.58,0.67
19,0.92,0.64,0.98,1.78,1.66,0.76
20,1.01,0.67,0.98,1.98,1.72,0.83
21,0.97,0.69,0.91,2.06,1.67,0.86
22,0.9,0.53,0.94,1.98,1.65,0.78
23,0.77,0.38,0.82,1.87,1.52,0.7
24,0.84,0.3,0.62,1.77,1.6,0.77
25,0.89,0.29,0.51,1.72,1.65,0.88
26,0.98,0.26,0.49,1.64,1.76,0.89
27,0.85,0.25,0.55,1.63,1.63,0.84
28,0.82,0.24,0.56,1.57,1.59,0.75
29,0.86,0.26,0.58,1.59,1.66,0.76
30,1.01,0.43,0.59,1.66,1.74,0.81
31,0.85,0.48,0.7,1.65,1.59,0.79
32,0.69,0.56,0.79,1.66,1.45,0.78
33,0.46,0.42,0.82,1.58,1.24,0.75
34,0.51,0.41,0.79,1.57,1.22,0.76
35,0.51,0.34,0.75,1.53,1.19,0.77
36,0.85,0.47,0.78,1.54,1.6,0.8
37,1.13,0.59,0.77,1.58,1.93,0.84
38,1.34,0.74,0.78,1.57,2.14,0.8
39,1.18,0.76,0.91,1.51,1.98,0.71
40,1.11,0.88,1.13,1.43,1.88,0.65
41,0.95,0.99,1.19,1.44,1.79,0.61
42,1.04,0.84,1.28,1.48,1.81,0.88
43,1.04,0.65,1.28,1.54,1.75,1.16
44,1.1,0.62,1.29,1.63,1.75,1.51
45,0.94,0.68,1.18,1.58,1.69,1.4
46,0.82,0.75,0.97,1.52,1.66,1.25
47,0.87,0.71,0.95,1.41,1.73,1.07
48,0.79,0.78,0.94,1.51,1.64,1.19
49,0.78,0.81,1.1,1.62,1.64,1.38
50,0.71,0.8,1.2,1.72,1.59,1.54
51,0.82,0.89,1.18,1.71,1.66,1.49
52,0.89,0.89,1.13,1.68,1.68,1.4
53,0.84,0.89,1.05,1.69,1.57,1.36
54,1.15,0.88,0.98,1.62,1.79,1.43
55,1.38,0.92,0.91,1.58,2.02,1.45
56,1.72,1.0,0.84,1.6,2.32,1.48
57,1.54,1.0,0.85,1.75,2.28,1.39
58,1.42,1.17,0.82,1.89,2.14,1.3
59,1.33,1.32,0.79,1.95,2.04,1.17
60,1.22,1.55,0.79,1.85,1.92,1.02
61,1.19,1.67,0.91,1.75,1.9,0.98
62,1.12,1.77,1.04,1.64,1.83,0.95
63,1.15,1.82,1.11,1.67,1.79,1.06
64,1.15,1.76,1.08,1.64,1.84,1.13
65,1.16,1.72,1.05,1.64,1.9,1.23
66,1.21,1.66,0.85,1.58,1.99,1.28
67,1.3,1.55,0.78,1.56,2.06,1.29
