pair,phase,method,component_factor,radius,non_event_matches,condition,RR
19_20,reschu_run_4,factor,f1,0.001,included,real,0.0274
19_20,reschu_run_4,factor,f1,0.001,excluded,real,0.0089
19_20,reschu_run_5,factor,f1,0.001,included,real,0.0397
19_20,reschu_run_5,factor,f1,0.001,excluded,real,0.0093
19_20,reschu_run_6,factor,f1,0.001,included,real,0.0357
19_20,reschu_run_6,factor,f1,0.001,excluded,real,0.0089
19_20,reschu_run_7,factor,f1,0.001,included,real,0.0305
19_20,reschu_run_7,factor,f1,0.001,excluded,real,0.0086
21_22,instructional_video_0,factor,f1,0.001,included,real,0.1452
21_22,instructional_video_0,factor,f1,0.001,excluded,real,0.0032
21_22,discussion_phase_0,factor,f1,0.001,included,real,0.0068
21_22,discussion_phase_0,factor,f1,0.001,excluded,real,0.0048
21_22,discussion_phase_1,factor,f1,0.001,included,real,0.0032
21_22,discussion_phase_1,factor,f1,0.001,excluded,real,0.003
21_22,reschu_run_0,factor,f1,0.001,included,real,0.0138
21_22,reschu_run_0,factor,f1,0.001,excluded,real,0.0053
21_22,reschu_run_1,factor,f1,0.001,included,real,0.0341
21_22,reschu_run_1,factor,f1,0.001,excluded,real,0.0064
21_22,reschu_run_2,factor,f1,0.001,included,real,0.04
21_22,reschu_run_2,factor,f1,0.001,excluded,real,0.0062
21_22,reschu_run_3,factor,f1,0.001,included,real,0.013
21_22,reschu_run_3,factor,f1,0.001,excluded,real,0.0042
21_22,reschu_run_4,factor,f1,0.001,included,real,0.0122
21_22,reschu_run_4,factor,f1,0.001,excluded,real,0.0063
21_22,reschu_run_5,factor,f1,0.001,included,real,0.0376
21_22,reschu_run_5,factor,f1,0.001,excluded,real,0.005
21_22,reschu_run_6,factor,f1,0.001,included,real,0.0451
21_22,reschu_run_6,factor,f1,0.001,excluded,real,0.0037
21_22,reschu_run_7,factor,f1,0.001,included,real,0.0472
21_22,reschu_run_7,factor,f1,0.001,excluded,real,0.0012
25_26,instructional_video_0,factor,f1,0.001,included,real,0.0937
25_26,instructional_video_0,factor,f1,0.001,excluded,real,0.0031
25_26,discussion_phase_0,factor,f1,0.001,included,real,0.0169
25_26,discussion_phase_0,factor,f1,0.001,excluded,real,0.0036
25_26,discussion_phase_1,factor,f1,0.001,included,real,0.012
25_26,discussion_phase_1,factor,f1,0.001,excluded,real,0.0025
25_26,reschu_run_0,factor,f1,0.001,included,real,0.045
25_26,reschu_run_0,factor,f1,0.001,excluded,real,0.0052
25_26,reschu_run_2,factor,f1,0.001,included,real,0.1068
25_26,reschu_run_2,factor,f1,0.001,excluded,real,0.0023
25_26,reschu_run_3,factor,f1,0.001,included,real,0.0781
25_26,reschu_run_3,factor,f1,0.001,excluded,real,0.0065
25_26,reschu_run_4,factor,f1,0.001,included,real,0.0367
25_26,reschu_run_4,factor,f1,0.001,excluded,real,0.0074
25_26,reschu_run_5,factor,f1,0.001,included,real,0.1074
25_26,reschu_run_5,factor,f1,0.001,excluded,real,0.0021
25_26,reschu_run_6,factor,f1,0.001,included,real,0.0497
25_26,reschu_run_6,factor,f1,0.001,excluded,real,0.0039
25_26,reschu_run_7,factor,f1,0.001,included,real,0.0625
25_26,reschu_run_7,factor,f1,0.001,excluded,real,0.004
27_28,instructional_video_0,factor,f1,0.001,included,real,0.0101
27_28,instructional_video_0,factor,f1,0.001,excluded,real,0.0101
27_28,discussion_phase_0,factor,f1,0.001,included,real,0.0022
27_28,discussion_phase_0,factor,f1,0.001,excluded,real,0.0022
27_28,discussion_phase_1,factor,f1,0.001,included,real,0.0019
27_28,discussion_phase_1,factor,f1,0.001,excluded,real,0.0019
27_28,reschu_run_0,factor,f1,0.001,included,real,0.0066
27_28,reschu_run_0,factor,f1,0.001,excluded,real,0.0063
27_28,reschu_run_1,factor,f1,0.001,included,real,0.0049
27_28,reschu_run_1,factor,f1,0.001,excluded,real,0.0047
27_28,reschu_run_2,factor,f1,0.001,included,real,0.0057
27_28,reschu_run_2,factor,f1,0.001,excluded,real,0.0056
27_28,reschu_run_3,factor,f1,0.001,included,real,0.0075
27_28,reschu_run_3,factor,f1,0.001,excluded,real,0.0073
27_28,reschu_run_4,factor,f1,0.001,included,real,0.0072
27_28,reschu_run_4,factor,f1,0.001,excluded,real,0.0071
27_28,reschu_run_5,factor,f1,0.001,included,real,0.008
27_28,reschu_run_5,factor,f1,0.001,excluded,real,0.0079
27_28,reschu_run_6,factor,f1,0.001,included,real,0.0068
27_28,reschu_run_6,factor,f1,0.001,excluded,real,0.0067
27_28,reschu_run_7,factor,f1,0.001,included,real,0.0068
27_28,reschu_run_7,factor,f1,0.001,excluded,real,0.0065
29_30,instructional_video_0,factor,f1,0.001,included,real,0.0017
29_30,instructional_video_0,factor,f1,0.001,excluded,real,0.0009
29_30,discussion_phase_0,factor,f1,0.001,included,real,0.0029
29_30,discussion_phase_0,factor,f1,0.001,excluded,real,0.0029
29_30,discussion_phase_1,factor,f1,0.001,included,real,0.0028
29_30,discussion_phase_1,factor,f1,0.001,excluded,real,0.0028
29_30,reschu_run_0,factor,f1,0.001,included,real,0.0057
29_30,reschu_run_0,factor,f1,0.001,excluded,real,0.0012
29_30,reschu_run_1,factor,f1,0.001,included,real,0.0096
29_30,reschu_run_1,factor,f1,0.001,excluded,real,0.0021
29_30,reschu_run_2,factor,f1,0.001,included,real,0.0201
29_30,reschu_run_2,factor,f1,0.001,excluded,real,0.0026
29_30,reschu_run_3,factor,f1,0.001,included,real,0.0076
29_30,reschu_run_3,factor,f1,0.001,excluded,real,0.0021
29_30,reschu_run_4,factor,f1,0.001,included,real,0.009
29_30,reschu_run_4,factor,f1,0.001,excluded,real,0.0024
29_30,reschu_run_5,factor,f1,0.001,included,real,0.0136
29_30,reschu_run_5,factor,f1,0.001,excluded,real,0.0012
29_30,reschu_run_6,factor,f1,0.001,included,real,0.033
29_30,reschu_run_6,factor,f1,0.001,excluded,real,0.0024
29_30,reschu_run_7,factor,f1,0.001,included,real,0.0048
29_30,reschu_run_7,factor,f1,0.001,excluded,real,0.0008
31_32,instructional_video_0,factor,f1,0.001,included,real,0.3467
31_32,instructional_video_0,factor,f1,0.001,excluded,real,0.0008
31_32,discussion_phase_0,factor,f1,0.001,included,real,0.002
31_32,discussion_phase_0,factor,f1,0.001,excluded,real,0.002
31_32,discussion_phase_1,factor,f1,0.001,included,real,0.003
31_32,discussion_phase_1,factor,f1,0.001,excluded,real,0.0028
31_32,reschu_run_0,factor,f1,0.001,included,real,0.0089
31_32,reschu_run_0,factor,f1,0.001,excluded,real,0.0034
31_32,reschu_run_1,factor,f1,0.001,included,real,0.0169
31_32,reschu_run_1,factor,f1,0.001,excluded,real,0.0041
31_32,reschu_run_2,factor,f1,0.001,included,real,0.0281
31_32,reschu_run_2,factor,f1,0.001,excluded,real,0.0048
31_32,reschu_run_3,factor,f1,0.001,included,real,0.0391
31_32,reschu_run_3,factor,f1,0.001,excluded,real,0.0042
31_32,reschu_run_4,factor,f1,0.001,included,real,0.0428
31_32,reschu_run_4,factor,f1,0.001,excluded,real,0.0035
31_32,reschu_run_5,factor,f1,0.001,included,real,0.0589
31_32,reschu_run_5,factor,f1,0.001,excluded,real,0.0023
31_32,reschu_run_6,factor,f1,0.001,included,real,0.0537
31_32,reschu_run_6,factor,f1,0.001,excluded,real,0.0022
31_32,reschu_run_7,factor,f1,0.001,included,real,0.0218
31_32,reschu_run_7,factor,f1,0.001,excluded,real,0.0034
33_34,instructional_video_0,factor,f1,0.001,included,real,0.0035
33_34,instructional_video_0,factor,f1,0.001,excluded,real,0.0034
33_34,discussion_phase_0,factor,f1,0.001,included,real,0.0029
33_34,discussion_phase_0,factor,f1,0.001,excluded,real,0.0012
33_34,discussion_phase_1,factor,f1,0.001,included,real,0.0034
33_34,discussion_phase_1,factor,f1,0.001,excluded,real,0.0027
33_34,reschu_run_0,factor,f1,0.001,included,real,0.0054
33_34,reschu_run_0,factor,f1,0.001,excluded,real,0.0051
33_34,reschu_run_1,factor,f1,0.001,included,real,0.0086
33_34,reschu_run_1,factor,f1,0.001,excluded,real,0.006
33_34,reschu_run_2,factor,f1,0.001,included,real,0.008
33_34,reschu_run_2,factor,f1,0.001,excluded,real,0.0069
33_34,reschu_run_3,factor,f1,0.001,included,real,0.0094
33_34,reschu_run_3,factor,f1,0.001,excluded,real,0.0073
33_34,reschu_run_4,factor,f1,0.001,included,real,0.0063
33_34,reschu_run_4,factor,f1,0.001,excluded,real,0.0055
33_34,reschu_run_5,factor,f1,0.001,included,real,0.0094
33_34,reschu_run_5,factor,f1,0.001,excluded,real,0.0049
33_34,reschu_run_6,factor,f1,0.001,included,real,0.0083
33_34,reschu_run_6,factor,f1,0.001,excluded,real,0.008
33_34,reschu_run_7,factor,f1,0.001,included,real,0.0106
33_34,reschu_run_7,factor,f1,0.001,excluded,real,0.0105
35_36,instructional_video_0,factor,f1,0.001,included,real,0.2169
35_36,instructional_video_0,factor,f1,0.001,excluded,real,0.0021
35_36,discussion_phase_0,factor,f1,0.001,included,real,0.0153
35_36,discussion_phase_0,factor,f1,0.001,excluded,real,0.0034
35_36,reschu_run_0,factor,f1,0.001,included,real,0.0369
35_36,reschu_run_0,factor,f1,0.001,excluded,real,0.0032
35_36,reschu_run_1,factor,f1,0.001,included,real,0.2254
35_36,reschu_run_1,factor,f1,0.001,excluded,real,0.0019
35_36,reschu_run_2,factor,f1,0.001,included,real,0.4377
35_36,reschu_run_2,factor,f1,0.001,excluded,real,0.0006
35_36,reschu_run_3,factor,f1,0.001,included,real,0.3976
35_36,reschu_run_3,factor,f1,0.001,excluded,real,0.001
37_38,instructional_video_0,factor,f1,0.001,included,real,0.0061
37_38,instructional_video_0,factor,f1,0.001,excluded,real,0.0028
37_38,discussion_phase_0,factor,f1,0.001,included,real,0.0014
37_38,discussion_phase_0,factor,f1,0.001,excluded,real,0.0007
37_38,discussion_phase_1,factor,f1,0.001,included,real,0.002
37_38,discussion_phase_1,factor,f1,0.001,excluded,real,0.0014
37_38,reschu_run_0,factor,f1,0.001,included,real,0.0023
37_38,reschu_run_0,factor,f1,0.001,excluded,real,0.0018
37_38,reschu_run_1,factor,f1,0.001,included,real,0.0031
37_38,reschu_run_1,factor,f1,0.001,excluded,real,0.002
37_38,reschu_run_2,factor,f1,0.001,included,real,0.0064
37_38,reschu_run_2,factor,f1,0.001,excluded,real,0.0037
37_38,reschu_run_3,factor,f1,0.001,included,real,0.0075
37_38,reschu_run_3,factor,f1,0.001,excluded,real,0.0029
37_38,reschu_run_4,factor,f1,0.001,included,real,0.0347
37_38,reschu_run_4,factor,f1,0.001,excluded,real,0.002
37_38,reschu_run_5,factor,f1,0.001,included,real,0.024
37_38,reschu_run_5,factor,f1,0.001,excluded,real,0.0017
37_38,reschu_run_6,factor,f1,0.001,included,real,0.0145
37_38,reschu_run_6,factor,f1,0.001,excluded,real,0.0027
39_40,instructional_video_0,factor,f1,0.001,included,real,0.0067
39_40,instructional_video_0,factor,f1,0.001,excluded,real,0.0067
39_40,discussion_phase_0,factor,f1,0.001,included,real,0.0014
39_40,discussion_phase_0,factor,f1,0.001,excluded,real,0.0014
39_40,discussion_phase_1,factor,f1,0.001,included,real,0.0012
39_40,discussion_phase_1,factor,f1,0.001,excluded,real,0.0012
39_40,reschu_run_0,factor,f1,0.001,included,real,0.005
39_40,reschu_run_0,factor,f1,0.001,excluded,real,0.005
39_40,reschu_run_1,factor,f1,0.001,included,real,0.0057
39_40,reschu_run_1,factor,f1,0.001,excluded,real,0.0057
39_40,reschu_run_2,factor,f1,0.001,included,real,0.0067
39_40,reschu_run_2,factor,f1,0.001,excluded,real,0.0067
39_40,reschu_run_3,factor,f1,0.001,included,real,0.0071
39_40,reschu_run_3,factor,f1,0.001,excluded,real,0.0071
39_40,reschu_run_4,factor,f1,0.001,included,real,0.0081
39_40,reschu_run_4,factor,f1,0.001,excluded,real,0.0081
39_40,reschu_run_5,factor,f1,0.001,included,real,0.006
39_40,reschu_run_5,factor,f1,0.001,excluded,real,0.006
39_40,reschu_run_6,factor,f1,0.001,included,real,0.0041
39_40,reschu_run_6,factor,f1,0.001,excluded,real,0.004
39_40,reschu_run_7,factor,f1,0.001,included,real,0.0068
39_40,reschu_run_7,factor,f1,0.001,excluded,real,0.0066
41_42,instructional_video_0,factor,f1,0.001,included,real,0.1991
41_42,instructional_video_0,factor,f1,0.001,excluded,real,0.0005
41_42,discussion_phase_0,factor,f1,0.001,included,real,0.0165
41_42,discussion_phase_0,factor,f1,0.001,excluded,real,0.0031
41_42,discussion_phase_1,factor,f1,0.001,included,real,0.0075
41_42,discussion_phase_1,factor,f1,0.001,excluded,real,0.0027
41_42,reschu_run_0,factor,f1,0.001,included,real,0.1132
41_42,reschu_run_0,factor,f1,0.001,excluded,real,0.0042
41_42,reschu_run_1,factor,f1,0.001,included,real,0.1163
41_42,reschu_run_1,factor,f1,0.001,excluded,real,0.0023
41_42,reschu_run_2,factor,f1,0.001,included,real,0.1569
41_42,reschu_run_2,factor,f1,0.001,excluded,real,0.0028
41_42,reschu_run_3,factor,f1,0.001,included,real,0.1069
41_42,reschu_run_3,factor,f1,0.001,excluded,real,0.0034
41_42,reschu_run_4,factor,f1,0.001,included,real,0.2333
41_42,reschu_run_4,factor,f1,0.001,excluded,real,0.0017
41_42,reschu_run_5,factor,f1,0.001,included,real,0.2449
41_42,reschu_run_5,factor,f1,0.001,excluded,real,0.0021
41_42,reschu_run_6,factor,f1,0.001,included,real,0.3503
41_42,reschu_run_6,factor,f1,0.001,excluded,real,0.0009
41_42,reschu_run_7,factor,f1,0.001,included,real,0.1873
41_42,reschu_run_7,factor,f1,0.001,excluded,real,0.0018
43_44,instructional_video_0,factor,f1,0.001,included,real,0.0
43_44,instructional_video_0,factor,f1,0.001,excluded,real,0.0
43_44,discussion_phase_0,factor,f1,0.001,included,real,0.0253
43_44,discussion_phase_0,factor,f1,0.001,excluded,real,0.0028
43_44,reschu_run_0,factor,f1,0.001,included,real,0.0869
43_44,reschu_run_0,factor,f1,0.001,excluded,real,0.003
43_44,reschu_run_1,factor,f1,0.001,included,real,0.4272
43_44,reschu_run_1,factor,f1,0.001,excluded,real,0.0005
43_44,reschu_run_2,factor,f1,0.001,included,real,0.2238
43_44,reschu_run_2,factor,f1,0.001,excluded,real,0.0011
43_44,reschu_run_3,factor,f1,0.001,included,real,0.4131
43_44,reschu_run_3,factor,f1,0.001,excluded,real,0.0006
45_46,instructional_video_0,factor,f1,0.001,included,real,0.4379
45_46,instructional_video_0,factor,f1,0.001,excluded,real,0.0004
45_46,discussion_phase_0,factor,f1,0.001,included,real,0.0081
45_46,discussion_phase_0,factor,f1,0.001,excluded,real,0.0018
45_46,discussion_phase_1,factor,f1,0.001,included,real,0.0096
45_46,discussion_phase_1,factor,f1,0.001,excluded,real,0.0013
45_46,reschu_run_0,factor,f1,0.001,included,real,0.0989
45_46,reschu_run_0,factor,f1,0.001,excluded,real,0.0012
45_46,reschu_run_1,factor,f1,0.001,included,real,0.1854
45_46,reschu_run_1,factor,f1,0.001,excluded,real,0.0012
45_46,reschu_run_2,factor,f1,0.001,included,real,0.1931
45_46,reschu_run_2,factor,f1,0.001,excluded,real,0.001
45_46,reschu_run_3,factor,f1,0.001,included,real,0.3332
45_46,reschu_run_3,factor,f1,0.001,excluded,real,0.0004
45_46,reschu_run_4,factor,f1,0.001,included,real,0.2681
45_46,reschu_run_4,factor,f1,0.001,excluded,real,0.0005
45_46,reschu_run_5,factor,f1,0.001,included,real,0.4084
45_46,reschu_run_5,factor,f1,0.001,excluded,real,0.0006
47_48,instructional_video_0,factor,f1,0.001,included,real,0.15
47_48,instructional_video_0,factor,f1,0.001,excluded,real,0.0023
47_48,discussion_phase_0,factor,f1,0.001,included,real,0.0138
47_48,discussion_phase_0,factor,f1,0.001,excluded,real,0.0033
47_48,discussion_phase_1,factor,f1,0.001,included,real,0.0461
47_48,discussion_phase_1,factor,f1,0.001,excluded,real,0.004
47_48,reschu_run_0,factor,f1,0.001,included,real,0.1545
47_48,reschu_run_0,factor,f1,0.001,excluded,real,0.0023
47_48,reschu_run_1,factor,f1,0.001,included,real,0.2723
47_48,reschu_run_1,factor,f1,0.001,excluded,real,0.0011
47_48,reschu_run_2,factor,f1,0.001,included,real,0.1659
47_48,reschu_run_2,factor,f1,0.001,excluded,real,0.0019
47_48,reschu_run_3,factor,f1,0.001,included,real,0.2311
47_48,reschu_run_3,factor,f1,0.001,excluded,real,0.001
47_48,reschu_run_4,factor,f1,0.001,included,real,0.113
47_48,reschu_run_4,factor,f1,0.001,excluded,real,0.0024
47_48,reschu_run_5,factor,f1,0.001,included,real,0.2682
47_48,reschu_run_5,factor,f1,0.001,excluded,real,0.0008
49_50,instructional_video_0,factor,f1,0.001,included,real,0.003
49_50,instructional_video_0,factor,f1,0.001,excluded,real,0.002
49_50,discussion_phase_0,factor,f1,0.001,included,real,0.0011
49_50,discussion_phase_0,factor,f1,0.001,excluded,real,0.0011
49_50,discussion_phase_1,factor,f1,0.001,included,real,0.0021
49_50,discussion_phase_1,factor,f1,0.001,excluded,real,0.0021
49_50,reschu_run_0,factor,f1,0.001,included,real,0.0001
49_50,reschu_run_0,factor,f1,0.001,excluded,real,0.0001
49_50,reschu_run_1,factor,f1,0.001,included,real,0.0005
49_50,reschu_run_1,factor,f1,0.001,excluded,real,0.0005
49_50,reschu_run_2,factor,f1,0.001,included,real,0.0065
49_50,reschu_run_2,factor,f1,0.001,excluded,real,0.0015
49_50,reschu_run_3,factor,f1,0.001,included,real,0.0014
49_50,reschu_run_3,factor,f1,0.001,excluded,real,0.0014
