zoom,phase,beeps,score,f1,f2,f3,f4,f5,f6
False,instructional_video_0,,,0.0839,0.0712,0.0288,0.0287,0.0331,0.0379
False,discussion_phase_0,,,0.0032,0.0999,0.0182,0.0186,0.0189,0.0293
False,reschu_run_0,False,8,0.076,0.0989,0.0235,0.0393,0.0307,0.0321
False,reschu_run_1,True,14,0.1953,0.106,0.0254,0.043,0.0319,0.0388
False,reschu_run_2,False,13,0.0822,0.1268,0.0231,0.0373,0.0303,0.0293
False,reschu_run_3,True,13,0.128,0.0949,0.0222,0.0424,0.0153,0.0385
False,discussion_phase_1,,,0.0161,0.0762,0.0173,0.0257,0.0207,0.0257
False,reschu_run_4,False,17,0.0602,0.1324,0.0217,0.0272,0.0134,0.03
False,reschu_run_5,True,16,0.1644,0.1123,0.0244,0.0399,0.0212,0.0442
