frame,c1,c2,c3
1,0.9181618546564597,1.3115604609139255,-0.020585752496749186
2,0.9504747338495967,1.3065888757983666,-0.01999202585637786
3,0.9300708065905616,1.348396150331504,-0.006091847533937247
4,0.9287022422038548,1.35721595088828,0.03708784973820642
5,0.9841852301502727,1.3279177729295586,0.0831974689289026
6,1.0328669237677943,1.2969588848469908,0.09948722119671201
7,0.9407089757509078,1.309285132150662,0.055471322779367685
8,0.8532382524160028,1.3265518879751519,-0.00026082783894306176
9,0.815253417253256,1.3149083586168506,-0.047941414811801836
10,0.8621457595274531,1.4153124343650283,0.0015091877378644565
11,0.9231939977359063,1.5524216351425446,0.0625543358395216
12,0.9922298625696103,1.6262615235360476,0.19379168325724064
13,1.0493318538958387,1.5349349668914711,0.2647562079408083
14,1.0767622179500167,1.4170310817576124,0.3412106568466841
15,1.065477576056435,1.3239974917700903,0.3426992958218705
16,1.0476448841218442,1.3192013508081,0.3718217454563966
17,1.045781035242847,1.320772903714386,0.39339198181084095
18,1.0640609100393494,1.3533257891344206,0.42344160042710327
19,1.0927547425857198,1.3522014974011973,0.4562008948715297
20,1.076956723379981,1.3072830553081223,0.44894907201291107
21,1.0233930106654783,1.2756275524809644,0.4242560154910373
22,1.0221108584052874,1.1423277458521928,0.3483704797299024
23,1.0814135279132042,1.0410696826009698,0.30809704052461434
24,1.1371139884669856,0.9835931073733126,0.3184857820968121
25,1.157401106268223,0.9195177881668476,0.3629768157348054
26,1.1908960411272325,0.857732869929345,0.34321369560761483
27,1.2431176430764561,0.7615380412307166,0.2778041149724134
28,1.2351134492281857,0.7600491283736951,0.23003340072586653
29,1.1949408714137526,0.7961339343090242,0.2500542649039624
30,1.1746614785330958,0.8408959575325723,0.2809037408002273
31,1.1513079683371445,0.8874009886805134,0.3187900222202365
32,1.1153237214912393,0.9003351962672136,0.3788299894651336
33,1.0682913809918413,0.8998465156253873,0.44305583595756415
34,1.03436707797193,0.9084241221512268,0.4349885939226291
35,1.0353118624641735,0.9238469155239909,0.3466050243026781
36,1.0807188851277036,0.9083728734409714,0.2705992005493949
37,1.107162742552733,0.9504940276751306,0.3196030996099024
38,1.130505264656935,1.0048525948757203,0.3809882006541887
39,1.1268244287104703,1.1060488655664142,0.4566242261814027
40,1.1411867128377193,1.1540854723450333,0.4913880309595871
41,1.147907253871939,1.1888868603919909,0.537854526585816
42,1.1101427143134455,1.1892769132329957,0.5632613437368716
43,1.07864356171874,1.1743334158963952,0.6002756207194575
44,1.0463358144142791,1.1794437787815115,0.6265062796367089
45,1.0997125673147006,1.0873498638306482,0.6343700976447463
46,1.107144071534169,1.1005147232202837,0.6464981947460278
47,1.0590285627949878,1.1343881851199695,0.6415129943950914
48,1.004616240012542,1.1041770068447594,0.5836205332071563
49,0.9848872189756027,1.02808634338771,0.497422506149867
50,1.066368946947299,0.921644968469445,0.49869049616613914
51,1.0524225897473276,0.9303647505825614,0.534843579235093
52,1.0447568510888734,0.9443665751514739,0.5711410335181911
53,0.9751537090639592,0.9765536328706502,0.5534726050596669
54,1.008681105097482,1.0689446483221645,0.5925629470620072
55,0.99680353846815,1.1346713460410398,0.6363483785347736
56,1.0134698505134094,1.1756931927482752,0.6443896360258665
57,0.9769307757155089,1.1647198522282523,0.6215248960377874
58,0.9867651927091478,1.1347617821259428,0.6267307588823214
59,0.999264013052573,1.0845665509837716,0.5841377305211731
60,1.0015452914664396,1.0837580446169417,0.5666634400091628
61,0.987555927629936,1.0915877594984196,0.5117069090328974
62,0.8987706610114872,1.1801576430102718,0.50710271174975
63,0.8647740040634042,1.199561450635789,0.49449318857788455
64,0.810985199967976,1.2178127633092035,0.45485141993066713
65,0.7899864220762246,1.2062409312340032,0.40611155170526847
66,0.7551244367869205,1.2176378480465566,0.3821682124857174
67,0.8108028607230436,1.150629823060282,0.3975961529331946
68,0.8914430834708558,1.0893018928475007,0.4250243113405209
69,0.9525041472796568,1.0167058703951444,0.45651640944728117
70,0.8980621226822709,1.1089183328407113,0.5082033856681698
71,0.8287389412461695,1.2369170546991495,0.5805183077859847
72,0.7180126323132816,1.3632425089146933,0.5896247303564359
73,0.660738157428617,1.3805563396989793,0.5231578428075536
74,0.6448728849713758,1.3788644903046219,0.4856821716897117
75,0.6858587856902819,1.3694871800461321,0.4749421198934587
76,0.7303612852714092,1.3968653639282602,0.503997644254206
77,0.7199957616414095,1.4107703095207207,0.5384210420645288
78,0.7088727064939667,1.4162590666725732,0.585179925229858
79,0.6750339812008693,1.3791385146508466,0.6016261465672553
80,0.6741605004820713,1.348192484570892,0.5882000688127943
81,0.6658918921379253,1.2981777001346095,0.5516629641963567
82,0.7607947735262123,1.2127335339398488,0.49850505070729134
83,0.8474893420883346,1.096544922599259,0.4183532968203452
84,0.9597126672600816,1.033295566917679,0.42648190335473724
85,0.9953786920129148,1.0794714808039692,0.4927132501464814
86,1.0036462072729337,1.1231882096179644,0.57133622135328
87,1.0207331725967141,1.0662800179130094,0.5750281789202994
88,1.0415084029420423,0.9921051313955475,0.5671353132255456
89,1.0801647837470338,0.9233744237940357,0.5552440495787843
90,1.0573491420247116,1.0410580558255582,0.5788688630121104
91,1.0278207824169219,1.1170528069026495,0.5664413352358824
92,1.000534886018877,1.1620446682399295,0.5466939127606834
93,0.9898061793008681,1.0803057811655992,0.4933204833941188
94,0.9798942433121378,1.1063948596795201,0.46506432784570195
95,0.9560380672405913,1.180190091838126,0.5014042770822567
96,1.0576932657445721,1.2556577856759559,0.5486485499415088
97,1.11050871535888,1.2885117514948077,0.5844294487560883
98,1.1950401644161264,1.2817055861884643,0.5646095157832725
99,1.1328191801656293,1.2901890820148536,0.5916111814150119
